a:
4407412:   01:22:52 
4407414:   01:22:30 
4407416:   01:21:42 
4407418:   01:21:52 
4407420:   01:22:36 
4407422:   01:22:16 
4407424:   01:22:06 
4407426:   01:21:30 
4407428:   01:22:43 
4407430:   01:22:08 
4407432:   00:00:16 
4407434:   01:22:55 
4407436:   01:22:55 
4407438:   01:22:08 
4407440:   01:22:41 
4407442:   01:23:06 
4407444:   01:20:02 
4407446:   01:19:51 
4407448:   01:20:11 
4407450:   01:26:08 
4407452:   01:22:45 
4407454:   01:23:06 
4407456:   01:23:37 
4407458:   01:23:48 
4407460:   01:23:25 
4407462:   01:23:00 
4407464:   01:23:31 
4407466:   01:24:45 
4407468:   01:23:51 
4407470:   01:24:08 
4407472:   01:23:48 
4407474:   01:23:07 
4407476:   01:22:58 
4407478:   01:23:21 
4407480:   01:26:13 
4407482:   01:25:37 
4407484:   01:23:45 
4407486:   01:24:48 
4407488:   01:24:26 
4407490:   01:26:18 
4407492:   01:24:08 
4407494:   01:23:10 
4407496:   01:22:51 
4407498:   01:24:21 
4407500:   01:24:05 
4407502:   01:25:34 
4407504:   01:23:50 
4407506:   01:23:32 
4407508:   01:23:44 
4407510:   01:25:06 
4407512:   01:25:45 
4407514:   01:24:38 
4407516:   01:24:25 
4407518:   01:23:38 
4407520:   01:23:38 
4407522:   01:27:01 
4407524:   01:27:20 
4407526:   01:24:49 
4407528:   01:23:58 
4407530:   01:23:59 
4407532:   01:24:32 
4407534:   01:24:28 
4407536:   01:24:21 
4407538:   01:23:26 
4407540:   01:23:38 
4407542:   01:24:18 
4407544:   01:23:55 
4407546:   01:26:17 
4407548:   01:26:00 
4407550:   00:00:10 
4407552:   00:00:13 
4407554:   01:24:49 
4407556:   01:25:24 
4407558:   01:25:17 
4407560:   01:25:30 
4407562:   01:25:06 
4407564:   01:25:51 
4407566:   01:25:23 
4407568:   01:25:38 
4407570:   01:25:11 
4407572:   01:24:51 
4407574:   01:25:22 
4407576:   01:25:12 
4407578:   01:24:09 
4407580:   01:23:18 
4407582:   01:23:13 
4407584:   01:23:17 
4407586:   01:22:53 
4407588:   01:23:35 
4407590:   01:24:03 
4407592:   01:23:36 
4407594:   01:23:30 
4407596:   01:23:30 
4407598:   01:25:03 
4407600:   01:25:28 
4407602:   01:23:44 
4407604:   01:23:22 
4407606:   01:23:35 
4407608:   01:23:38 
4407610:   01:21:59 
4407612:   01:21:39 
4407614:   01:22:23 
4407616:   01:21:48 
4407618:   01:20:51 
4407620:   01:22:42 
4407622:   01:22:03 
4407624:   01:21:22 
4407626:   01:22:30 
4407628:   01:21:55 
4407630:   01:22:49 
4407632:   01:21:51 
4407634:   00:00:20 
4407636:   01:21:54 
4407638:   01:21:58 
4407640:   01:22:01 
4407642:   16:37:34 
4407644:   01:21:30 
4407646:   16:37:34 
4407648:   01:20:50 
4407650:   16:37:34 
4407652:   16:37:32 
4407654:   16:37:32 
4407656:   01:21:03 
4407658:   01:21:32 
4407660:   01:21:21 
4407662:   01:21:20 
4407664:   16:37:32 
4407666:   01:21:17 
4407668:   01:21:55 
4407670:   01:21:38 
4407672:   16:37:32 
4407674:   01:21:57 
4407676:   01:21:12 
4407678:   16:37:32 
4407680:   01:21:17 
4407682:   01:21:23 
4407684:   01:21:59 
4407686:   01:21:11 
4407688:   01:21:00 
4407690:   01:20:58 
4407692:   01:21:23 
4407694:   01:21:23 
4407696:   01:20:47 
4407698:   01:21:56 
4407700:   16:37:33 
4407702:   01:21:23 
4407704:   16:37:33 
4407706:   01:25:45 
4407708:   01:24:50 
4407710:   01:24:32 
4407712:   01:25:56 
4407714:   01:24:39 
4407716:   01:25:02 
4407718:   01:25:12 
4407720:   01:25:41 
4407722:   01:24:47 
4407724:   01:25:39 
4407726:   01:22:03 
4407728:   01:25:03 
4407730:   01:25:03 
4407732:   01:24:13 
4407734:   01:24:31 
4407736:   01:24:24 
4407738:   01:26:43 
4407740:   01:23:31 
4407742:   01:24:05 
4407744:   01:22:44 
4407746:   01:24:25 
4407748:   01:24:13 
4407750:   01:23:21 
4407752:   01:24:30 
4407754:   01:23:30 
4407756:   01:24:07 
4407758:   01:23:33 
4407760:   01:23:25 
4407762:   01:23:24 
4407764:   01:22:50 
4407766:   01:23:21 
4407768:   00:00:08 
4407770:   01:23:34 
4407772:   01:24:38 
4407774:   01:23:23 
4407776:   01:23:06 
4407778:   01:23:42 
4407780:   01:25:58 
4407782:   01:23:36 
4407784:   01:22:56 
4407786:   01:22:53 
4407788:   01:23:18 
4407790:   01:22:45 
4407792:   01:22:40 
4407794:   01:25:54 
4407796:   01:23:39 
4407798:   01:23:32 
4407800:   01:22:59 
4407802:   01:23:44 
4407804:   01:25:55 
4407806:   01:21:46 
4407808:   01:21:44 
4407810:   01:21:57 
4407813:   00:00:00 
4407815:   00:00:00 
4407817:   00:00:00 
4407819:   00:00:00 
4407821:   00:00:00 
4407823:   00:00:00 
4407825:   00:00:00 
4407827:   00:00:00 
4407829:   00:00:00 
4407831:   00:00:00 
4407833:   00:00:00 
4407835:   00:00:00 
4407837:   00:00:00 
4407839:   00:00:00 
4407841:   00:00:00 
4407843:   00:00:00 
4407845:   00:00:00 
4407847:   00:00:00 
4407849:   00:00:00 
4407851:   00:00:00 
4407853:   00:00:00 
4407855:   00:00:00 
4407857:   00:00:00 
4407859:   00:00:00 
4407861:   00:00:00 
4407863:   00:00:00 
4407865:   00:00:00 
4407867:   00:00:00 
4407869:   00:00:00 
4407871:   00:00:00 
4407873:   00:00:00 
4407875:   00:00:00 
4407877:   00:00:00 
4407879:   00:00:00 
4407881:   00:00:00 
4407883:   00:00:00 
4407885:   00:00:00 
4407887:   00:00:00 
4407889:   00:00:00 
4407891:   00:00:00 
4407893:   00:00:00 
4407895:   00:00:00 
4407897:   00:00:00 
4407899:   00:00:00 
4407901:   00:00:00 
4407903:   00:00:00 
4407905:   00:00:00 
4407907:   00:00:00 
4407909:   00:00:00 
4407911:   00:00:00 
4407913:   00:00:00 
4407915:   00:00:00 
4407917:   00:00:00 
4407919:   00:00:00 
4407921:   00:00:00 
4407923:   00:00:00 
4407925:   00:00:00 
4407927:   00:00:00 
4407929:   00:00:00 
4407931:   00:00:00 
4407933:   00:00:00 
4407935:   00:00:00 
4407937:   00:00:00 
4407939:   00:00:00 
4407941:   00:00:00 
4407943:   00:00:00 
4407945:   00:00:00 
4407947:   00:00:00 
4407949:   00:00:00 
4407951:   00:00:00 
4407953:   00:00:00 
4407955:   00:00:00 
4407957:   00:00:00 
4407959:   00:00:00 
4407961:   00:00:00 
4407963:   00:00:00 
4407965:   00:00:00 
4407967:   00:00:00 
4407969:   00:00:00 
4407971:   00:00:00 
4407973:   00:00:00 
4407975:   00:00:00 
4407977:   00:00:00 
4407979:   00:00:00 
4407981:   00:00:00 
4407983:   00:00:00 
4407985:   00:00:00 
4407987:   00:00:00 
4407989:   00:00:00 
4407991:   00:00:00 
4407993:   00:00:00 
4407995:   00:00:00 
4407997:   00:00:00 
4407999:   00:00:00 
4408001:   00:00:00 
4408003:   00:00:00 
4408005:   00:00:00 
4408007:   00:00:00 
4408009:   00:00:00 
4408011:   00:00:00 
4408013:   00:00:00 
4408015:   00:00:00 
4408017:   00:00:00 
4408019:   00:00:00 
4408021:   00:00:00 
4408023:   00:00:00 
4408025:   00:00:00 
4408027:   00:00:00 
4408029:   00:00:00 
4408031:   00:00:00 
4408033:   00:00:00 
4408035:   00:00:00 
4408037:   00:00:00 
4408039:   00:00:00 
4408041:   00:00:00 
4408043:   00:00:00 
4408045:   00:00:00 
4408047:   00:00:00 
4408049:   00:00:00 
4408051:   00:00:00 
4408053:   00:00:00 
4408055:   00:00:00 
4408057:   00:00:00 
4408059:   00:00:00 
4408061:   00:00:00 
4408063:   00:00:00 
4408065:   00:00:00 
4408067:   00:00:00 
4408069:   00:00:00 
4408071:   00:00:00 
4408073:   00:00:00 
4408075:   00:00:00 
4408077:   00:00:00 
4408079:   00:00:00 
4408081:   00:00:00 
4408083:   00:00:00 
4408085:   00:00:00 
4408087:   00:00:00 
4408089:   00:00:00 
4408091:   00:00:00 
4408093:   00:00:00 
4408095:   00:00:00 
4408097:   00:00:00 
4408099:   00:00:00 
4408101:   00:00:00 
4408103:   00:00:00 
4408105:   00:00:00 
4408107:   00:00:00 
4408109:   00:00:00 
4408111:   00:00:00 
4408113:   00:00:00 
4408115:   00:00:00 
4408117:   00:00:00 
4408119:   00:00:00 
4408121:   00:00:00 
4408123:   00:00:00 
4408125:   00:00:00 
4408127:   00:00:00 
4408129:   00:00:00 
4408131:   00:00:00 
4408133:   00:00:00 
4408135:   00:00:00 
4408137:   00:00:00 
4408139:   00:00:00 
4408141:   00:00:00 
4408143:   00:00:00 
4408145:   00:00:00 
4408147:   00:00:00 
4408149:   00:00:00 
4408151:   00:00:00 
4408153:   00:00:00 
4408155:   00:00:00 
4408157:   00:00:00 
4408159:   00:00:00 
4408161:   00:00:00 
4408163:   00:00:00 
4408165:   00:00:00 
4408167:   00:00:00 
4408169:   00:00:00 
4408171:   00:00:00 
4408173:   00:00:00 
4408175:   00:00:00 
4408177:   00:00:00 
4408179:   00:00:00 
4408181:   00:00:00 
4408183:   00:00:00 
4408185:   00:00:00 
4408187:   00:00:00 
4408189:   00:00:00 
4408191:   00:00:00 
4408193:   00:00:00 
4408195:   00:00:00 
4408197:   00:00:00 
4408199:   00:00:00 
4408201:   00:00:00 
4408203:   00:00:00 
4408205:   00:00:00 
4408207:   00:00:00 
4408209:   00:00:00 
4408211:   00:00:00 
 
b:
4407413:   00:22:26 
4407415:   00:22:47 
4407417:   00:22:15 
4407419:   00:21:46 
