a:
5177111:   07:51:48 
5177112:   07:47:44 
5177114:   06:19:05 
5177115:   08:27:19 
5177117:   08:30:58 
5177118:   08:20:19 
5177120:   07:45:33 
5177121:   07:44:09 
5177123:   07:44:00 
5177124:   07:46:15 
5177126:   07:44:10 
5177127:   07:46:39 
5177129:   07:44:34 
5177130:   06:10:17 
5177132:   07:42:50 
5177133:   07:42:56 
5177135:   06:12:18 
5177136:   07:46:32 
5177138:   07:42:17 
5177139:   07:45:24 
5177142:   07:46:38 
5177143:   07:45:55 
5177145:   07:45:04 
5177146:   08:02:46 
5177148:   07:56:46 
5177149:   07:58:21 
5177151:   07:46:04 
5177152:   09:12:10 
5177154:   07:27:50 
5177155:   07:27:18 
5177157:   07:35:40 
5177158:   07:33:34 
5177160:   07:33:47 
5177161:   06:02:10 
5177163:   07:33:47 
5177164:   07:35:06 
5177166:   06:03:30 
5177167:   07:33:17 
5177169:   07:32:46 
5177170:   07:35:34 
5177174:   08:13:06 
5177175:   08:10:29 
5177177:   08:17:02 
5177178:   08:09:00 
5177180:   08:10:17 
5177181:   08:12:25 
5177183:   08:23:52 
5177184:   08:13:28 
5177186:   07:38:37 
5177187:   07:37:22 
5177189:   07:36:30 
5177190:   07:38:08 
5177192:   07:35:12 
5177193:   06:05:24 
5177195:   07:37:00 
5177196:   07:36:54 
5177198:   07:37:17 
5177199:   07:38:46 
5177201:   07:36:27 
5177202:   07:35:01 
5177205:   07:34:06 
5177206:   07:31:31 
5177208:   05:59:22 
5177209:   07:32:11 
5177211:   07:51:38 
5177212:   07:47:50 
5177214:   07:48:50 
5177215:   07:46:13 
5177217:   07:47:55 
5177218:   07:46:58 
5177220:   07:45:07 
5177221:   07:48:39 
5177223:   07:38:01 
5177224:   06:03:52 
5177226:   07:37:19 
5177227:   07:34:42 
5177229:   06:04:20 
5177230:   07:36:23 
5177232:   07:35:19 
5177233:   07:35:47 
5177237:   07:49:59 
5177238:   07:45:59 
5177240:   06:14:32 
5177241:   07:45:09 
5177243:   07:52:51 
5177244:   07:50:57 
5177246:   07:44:23 
5177247:   07:43:57 
5177249:   07:44:23 
5177250:   07:46:41 
5177252:   07:53:15 
5177253:   07:44:54 
5177255:   07:46:10 
5177256:   06:12:52 
5177258:   06:13:12 
5177259:   07:47:54 
5177261:   06:08:16 
5177262:   07:35:31 
5177264:   07:38:37 
5177265:   07:35:42 
5177268:   07:53:55 
5177269:   07:50:55 
5177271:   06:19:04 
5177272:   07:52:12 
5177274:   07:53:19 
5177275:   07:56:12 
5177277:   07:51:02 
5177278:   07:50:58 
5177280:   07:51:27 
5177281:   07:51:13 
5177283:   07:54:23 
5177284:   07:49:19 
5177286:   07:52:35 
5177287:   06:20:07 
5177289:   08:01:39 
5177290:   07:52:19 
5177292:   06:11:39 
5177293:   07:44:26 
5177295:   07:42:35 
5177296:   07:42:14 
5177300:   08:38:05 
5177301:   08:36:09 
5177303:   07:56:19 
5177304:   07:55:50 
5177306:   07:55:25 
5177307:   07:58:32 
5177309:   07:58:15 
5177310:   07:57:59 
5177312:   08:00:15 
5177313:   08:01:28 
5177315:   07:59:15 
5177316:   08:00:56 
5177318:   08:00:49 
5177319:   06:26:06 
5177321:   08:01:06 
5177322:   08:01:17 
5177324:   06:09:37 
5177325:   07:40:51 
5177327:   07:41:55 
5177328:   07:38:09 
5177331:   07:40:15 
5177332:   07:40:26 
5177334:   06:08:55 
5177335:   07:42:15 
5177337:   08:06:57 
5177338:   08:04:26 
5177340:   08:06:13 
5177341:   08:04:54 
5177343:   08:09:40 
5177344:   08:10:01 
5177346:   08:05:10 
5177347:   08:04:55 
5177349:   08:06:24 
5177350:   06:32:14 
5177352:   08:10:18 
5177353:   08:04:38 
5177355:   06:31:31 
5177356:   08:04:36 
5177358:   08:04:19 
5177359:   08:07:15 
5177363:   07:43:40 
5177364:   07:43:06 
5177366:   07:47:22 
5177367:   08:11:06 
5177369:   08:07:13 
5177370:   08:07:48 
5177372:   08:07:41 
5177373:   08:09:48 
5177375:   08:09:49 
5177376:   08:08:54 
5177378:   07:52:15 
5177379:   07:52:31 
5177381:   07:52:04 
5177382:   06:15:38 
5177384:   07:51:52 
5177385:   07:50:55 
5177387:   07:52:43 
5177388:   07:50:04 
5177390:   07:54:45 
5177391:   07:54:20 
5177394:   08:10:10 
5177395:   08:07:27 
5177397:   06:31:33 
5177398:   08:15:17 
5177400:   08:13:35 
5177401:   08:13:05 
5177403:   08:10:16 
5177404:   08:13:06 
5177406:   08:12:52 
5177407:   08:12:38 
5177409:   08:17:38 
5177410:   08:19:52 
5177412:   08:17:31 
5177413:   06:40:00 
5177415:   08:19:07 
5177416:   08:17:05 
5177418:   08:17:39 
5177419:   08:14:58 
5177421:   08:11:01 
5177422:   08:15:14 
5177425:   07:57:50 
5177426:   07:54:21 
5177428:   06:20:56 
5177429:   07:56:05 
5177431:   08:09:21 
5177432:   08:09:32 
5177434:   08:09:57 
5177435:   07:50:52 
5177437:   07:52:57 
5177438:   07:52:43 
5177440:   07:54:42 
5177441:   08:08:13 
5177443:   08:06:41 
5177444:   06:31:11 
5177446:   06:28:26 
5177447:   08:05:58 
5177449:   08:05:38 
5177450:   08:04:15 
5177452:   08:05:23 
5177453:   08:07:07 
 
b:
5177113:   09:00:39 
5177116:   08:21:53 
5177119:   09:20:10 
5177122:   08:57:47 
5177125:   09:01:46 
5177128:   09:17:47 
5177131:   08:14:26 
5177134:   09:14:16 
5177137:   08:25:40 
5177140:   09:15:56 
5177144:   07:27:27 
5177147:   07:43:21 
5177150:   07:25:47 
5177153:   07:41:30 
5177156:   07:52:26 
5177159:   07:37:34 
5177162:   06:48:04 
5177165:   07:45:06 
5177168:   06:58:22 
5177171:   07:39:36 
5177176:   07:38:54 
5177179:   07:56:27 
5177182:   07:49:32 
5177185:   07:48:50 
5177188:   07:44:35 
5177191:   07:51:31 
5177194:   07:13:24 
5177197:   07:37:17 
5177200:   07:56:57 
5177203:   07:38:49 
5177207:   07:42:20 
5177210:   07:16:10 
5177213:   07:37:51 
5177216:   07:47:08 
5177219:   07:37:20 
5177222:   07:53:58 
5177225:   06:52:31 
5177228:   07:49:14 
5177231:   07:04:29 
5177234:   07:55:48 
5177239:   07:27:24 
5177242:   06:43:02 
5177245:   07:42:18 
5177248:   07:37:03 
5177251:   07:42:58 
5177254:   07:31:09 
5177257:   06:42:29 
5177260:   06:50:54 
5177263:   06:58:59 
5177266:   07:38:56 
5177270:   13:10:17 
5177273:   11:52:31 
5177276:   07:24:06 
5177279:   13:21:13 
5177282:   13:40:03 
5177285:   13:37:09 
5177288:   12:00:11 
5177291:   07:38:44 
5177294:   12:05:07 
5177297:   13:42:30 
5177302:   07:42:27 
5177305:   07:33:26 
5177308:   07:39:54 
5177311:   07:45:50 
5177314:   07:42:08 
5177317:   07:26:28 
5177320:   06:52:28 
5177323:   07:25:38 
5177326:   06:42:12 
5177329:   07:52:45 
5177333:   07:56:53 
5177336:   06:54:14 
5177339:   07:34:59 
5177342:   07:48:35 
5177345:   07:43:45 
5177348:   07:49:53 
5177351:   06:52:35 
5177354:   07:36:17 
5177357:   07:09:24 
5177360:   07:54:25 
5177365:   07:50:31 
5177368:   07:33:44 
5177371:   07:25:04 
5177374:   07:24:19 
5177377:   07:40:17 
5177380:   07:44:13 
5177383:   06:46:41 
5177386:   07:44:09 
5177389:   07:39:49 
5177392:   07:38:31 
5177396:   08:05:10 
5177399:   06:56:39 
5177402:   07:55:37 
5177405:   08:21:58 
5177408:   07:47:59 
5177411:   08:06:33 
5177414:   07:02:02 
5177417:   07:53:09 
5177420:   08:12:11 
5177423:   07:36:26 
5177427:   07:33:46 
5177430:   06:58:32 
5177433:   07:51:20 
5177436:   07:41:22 
5177439:   07:44:37 
5177442:   07:55:13 
5177445:   06:53:04 
5177448:   07:01:04 
5177451:   07:31:03 
5177454:   07:52:01 
 
f:
5177141:   00:14:17 
5177172:   00:14:05 
5177204:   00:15:03 
5177235:   00:14:03 
5177267:   00:14:04 
5177298:   00:14:17 
5177330:   00:14:28 
5177361:   00:14:10 
5177393:   00:14:19 
5177424:   00:14:09 
5177455:   00:14:20 
 
---------------------------------------------
 
